"コード
4桁",バス停・駅電停・港・空港名,ターミナル種類・鉄道路線等,地域,住所,備考
2949,景山産業前,,岡山市北区,岡山市北区建部町土師方,
2950,柏尾,,岡山市北区,岡山市北区建部町角石畝,
2951,柏尾口,,岡山市北区,岡山市北区建部町角石畝,
2952,鹿瀬,,岡山市北区,岡山市北区御津鹿瀬,
2953,勝尾,,岡山市北区,岡山市北区御津勝尾,
2954,勝尾下,,岡山市北区,岡山市北区御津勝尾,
2955,葛城地区コミュニティハウス前,,岡山市北区,岡山市北区御津国ケ原,
2956,葛城橋,,岡山市北区,岡山市北区御津野々口,
2957,金川駅,,岡山市北区,岡山市北区御津金川,
2958,金川大橋,,岡山市北区,岡山市北区御津矢原,
2959,金川表町,,岡山市北区,岡山市北区御津金川,
2960,金川西町,,岡山市北区,岡山市北区御津金川,
2961,金川病院,,岡山市北区,岡山市北区御津金川,
2962,金山口（吉宗）,,岡山市北区,岡山市北区吉宗,
2963,金山口(玉柏）,,岡山市北区,岡山市北区玉柏,
2964,上伊田,,岡山市北区,岡山市北区御津伊田,
2965,上伊田大師堂,,岡山市北区,岡山市北区御津伊田,
2966,上河内中道,,岡山市北区,岡山市北区建部町大田,
2967,上小倉,,岡山市北区,岡山市北区建部町小倉,
2968,上代作業所,,岡山市北区,岡山市北区建部町角石谷,
2969,上高田,,岡山市北区,岡山市北区上高田,
2970,上中野,,岡山市北区,岡山市北区上中野１丁目,
2971,上中野二丁目,,岡山市北区,岡山市北区上中野２丁目,
2972,上芳賀,,岡山市北区,岡山市北区芳賀,
2973,上芳賀中,,岡山市北区,岡山市北区芳賀,
2974,上矢尾,,岡山市北区,岡山市北区大内田,
2975,上山口,,岡山市北区,岡山市北区建部町大田,
2976,辛川上,,岡山市北区,岡山市北区辛川市場,
2977,辛川下,,岡山市北区,岡山市北区辛川市場,
2978,辛川西,,岡山市北区,岡山市北区西辛川,
2979,辛香,,岡山市北区,岡山市北区菅野,
2980,辛香口,,岡山市北区,岡山市北区吉宗,
2981,川入,,岡山市北区,岡山市北区川入,
2982,川口東店,,岡山市北区,岡山市北区建部町川口,
2983,川崎町,,岡山市北区,岡山市北区足守,
2984,河瀬,,岡山市北区,岡山市北区御津芳谷,
2985,川高公民館,,岡山市北区,岡山市北区御津川高,
2986,河田病院前,,岡山市北区,岡山市北区富町２丁目１５,
2987,寒砂中道,,岡山市北区,岡山市北区建部町大田,
2988,関西高校前,,岡山市北区,岡山市北区関西町３,
2989,ききょう町,,岡山市北区,岡山市北区花尻ききょう町７,
2990,北長瀬駅前,,岡山市北区,岡山市北区北長瀬表町２丁目,
2991,機動隊前,,岡山市北区,岡山市北区いずみ町,
2992,吉備高原口,,岡山市北区,岡山市北区掛畑,
2993,吉備津駅口,,岡山市北区,岡山市北区吉備津,
2994,吉備津神社,,岡山市北区,岡山市北区吉備津,
2995,吉備津神社口,,岡山市北区,岡山市北区吉備津,
2996,吉備津神社参道口,,岡山市北区,岡山市北区吉備津,
2997,吉備病院,,岡山市北区,岡山市北区高松原古才５８４－１,
2998,旧JA五城支所前,,岡山市北区,岡山市北区御津新庄,
2999,旧JA建部前,,岡山市北区,岡山市北区建部町中田,
3000,旧JA御津宇垣支店前,,岡山市北区,岡山市北区御津宇垣,
3001,旧大田分校,,岡山市北区,岡山市北区建部町大田,
3002,旧高田小学校,,岡山市北区,岡山市北区下高田,
3003,旧竹枝駐在所前,,岡山市北区,岡山市北区建部町吉田,
3004,旧ランデス入口,,岡山市北区,岡山市北区建部町吉田,
3005,京山,,岡山市北区,岡山市北区京山２丁目,
3006,京山入口,,岡山市北区,岡山市北区伊福町３丁目,
3007,京山中学校前,,岡山市北区,岡山市北区津島京町１丁目,
3008,曲定林寺前,,岡山市北区,岡山市北区建部町鶴田,
3009,旭水荘前,,岡山市北区,岡山市北区建部町福渡,
3010,浄源寺前,,岡山市北区,岡山市北区建部町市場,
3011,久具公民館,,岡山市北区,岡山市北区建部町品田,
3012,久師井口,,岡山市北区,岡山市北区御津草生,
3013,草生上,,岡山市北区,岡山市北区御津草生,
3014,草生下,,岡山市北区,岡山市北区御津草生,
3015,草生中,,岡山市北区,岡山市北区御津草生,
3016,九谷上,,岡山市北区,岡山市北区御津宇甘,
3017,九谷口,,岡山市北区,岡山市北区御津宇甘,
3018,九谷中,,岡山市北区,岡山市北区御津宇甘,
3019,九谷橋下,,岡山市北区,岡山市北区御津宇甘,
3020,久津辺上,,岡山市北区,岡山市北区建部町田地子,
3021,久津辺橋,,岡山市北区,岡山市北区建部町田地子,
3022,国ヶ原,,岡山市北区,岡山市北区御津国ケ原,
3023,国ヶ原上,,岡山市北区,岡山市北区御津国ケ原,
3024,国ヶ原リバーサイド,,岡山市北区,岡山市北区御津国ケ原,
3025,久保,,岡山市北区,岡山市北区御津紙工,
3026,久保上,,岡山市北区,岡山市北区御津紙工,
3027,熊谷口,,岡山市北区,岡山市北区御津矢原,
3028,グランドマート前,,岡山市北区,岡山市北区御津金川,
3029,黒田団地,,岡山市北区,岡山市北区牟佐,
3030,県営住宅前,,岡山市北区,岡山市北区佐山,
3031,健康づくり財団病院前,,岡山市北区,岡山市北区平田,
3032,県庁前,,岡山市北区,岡山市北区内山下２丁目,
3033,県庁南,,岡山市北区,岡山市北区内山下２丁目４,
3034,顕本寺前,,岡山市北区,岡山市北区芳賀,
3035,県民局入口,,岡山市北区,岡山市北区弓之町１,
3036,工業技術センター,,岡山市北区,岡山市北区芳賀,
3037,厚生町商工会議所前,,岡山市北区,岡山市北区厚生町２丁目,
3038,光生病院前,,岡山市北区,岡山市北区厚生町３丁目,
3039,高速バス岡山駅西口,,岡山市北区,岡山市北区駅元町１６,
3040,岡南営業所,,岡山市北区,岡山市北区奥田１丁目,
3041,岡南小学校前,,岡山市北区,岡山市北区奥田南町,
3042,後楽園前,,岡山市北区,岡山市北区後楽園,
3043,交流会館入口,,岡山市北区,岡山市北区御津中山,
3044,小遠藤,,岡山市北区,岡山市北区御津河内,
3045,国道53号旧道,,岡山市北区,岡山市北区建部町吉田,
3046,虎倉,,岡山市北区,岡山市北区御津虎倉,
3047,国立病院,,岡山市北区,岡山市北区田益,
3048,五軒屋,,岡山市北区,岡山市北区西辛川,
3049,五軒屋下,,岡山市北区,岡山市北区西辛川,
3050,小幸田口,,岡山市北区,岡山市北区横井上,
3051,小坂口,,岡山市北区,岡山市北区御津吉尾,
3052,五城小学校前,,岡山市北区,岡山市北区御津新庄,
3053,跨線橋東,,岡山市北区,岡山市北区富田町１丁目,
3054,小林,,岡山市北区,岡山市北区御津伊田,
3055,こまごえ医院前,,岡山市北区,岡山市北区御津宇垣,
3056,小松橋,,岡山市北区,岡山市北区一宮,
3057,小山,,岡山市北区,岡山市北区御津野々口,
3058,ゴルフセンター前,,岡山市北区,岡山市北区津高,
3059,コンベックス岡山前,,岡山市北区,岡山市北区大内田,
3060,済生会病院前,,岡山市北区,岡山市北区奉還町１丁目９・国体町・伊福町１丁目,バス停分散により住所が異なる
3061,西大寺町,,岡山市北区,岡山市北区内山下１丁目,
3062,西谷上,,岡山市北区,岡山市北区御津新庄,
3063,裁判所前,,岡山市北区,岡山市北区富田町１丁目,
3064,境目,,岡山市北区,岡山市北区西辛川,
3065,栄町,,岡山市北区,岡山市北区表町２丁目,
3066,榊原病院前,,岡山市北区,岡山市北区中井町２丁目５,
3067,坂野記念館前,,岡山市北区,岡山市北区栢谷,
3068,酒屋谷,,岡山市北区,岡山市北区御津伊田,
3069,酒屋谷上,,岡山市北区,岡山市北区御津伊田,
3070,崎の平,,岡山市北区,岡山市北区建部町品田,
3071,桜作業所,,岡山市北区,岡山市北区建部町桜,
3072,佐古田池,,岡山市北区,岡山市北区建部町川口,
3073,笹ヶ瀬,,岡山市北区,岡山市北区津高,
3074,さじき乢,,岡山市北区,岡山市北区建部町和田南,
3075,定久,,岡山市北区,岡山市北区建部町土師方,
3076,佐野,,岡山市北区,岡山市北区御津石上,
3077,佐山口,,岡山市北区,岡山市北区佐山,
3078,佐山団地,,岡山市北区,岡山市北区佐山,
3079,三軒屋自衛隊前,,岡山市北区,岡山市北区半田町,
3080,三名寺公民館,,岡山市北区,岡山市北区建部町三明寺,
3081,三明寺三差路,,岡山市北区,岡山市北区建部町三明寺,
3082,山陽新聞社前,,岡山市北区,岡山市北区柳町２丁目,
3083,紙工,,岡山市北区,岡山市北区御津紙工,
3084,紙工上,,岡山市北区,岡山市北区御津紙工,
3085,市場原,,岡山市北区,岡山市北区建部町市場,
3086,地蔵前,,岡山市北区,岡山市北区建部町富沢,
3087,市町村振興センター入口,,岡山市北区,岡山市北区今５丁目,
3088,品田集会所,,岡山市北区,岡山市北区建部町品田,
3089,品田橋,,岡山市北区,岡山市北区建部町川口,
3090,清水橋,,岡山市北区,岡山市北区御津伊田,
3091,下伊田集会所前,,岡山市北区,岡山市北区御津伊田,
3092,下伊福一丁目,,岡山市北区,岡山市北区下伊福１丁目,
3093,下伊福二丁目,,岡山市北区,岡山市北区下伊福本町,
3094,下神目上公会堂,,岡山市北区,岡山市北区建部町下神目,
3095,下田,,岡山市北区,岡山市北区御津下田,
3096,下田下,,岡山市北区,岡山市北区御津下田,
3097,下田中,,岡山市北区,岡山市北区御津下田,
3098,下土田,,岡山市北区,岡山市北区下土田,
3099,下中野,,岡山市北区,岡山市北区下中野,
3100,下中野北,,岡山市北区,岡山市北区下中野,
3101,下中野本町,,岡山市北区,岡山市北区下中野,
3102,下撫川,,岡山市北区,岡山市北区撫川,
3103,下の原,,岡山市北区,岡山市北区中原,
3104,下の原南,,岡山市北区,岡山市北区中原,
3105,下芳賀,,岡山市北区,岡山市北区芳賀,
3106,下畑,,岡山市北区,岡山市北区御津高津,
3107,下畑下,,岡山市北区,岡山市北区御津高津,
3108,下山,,岡山市北区,岡山市北区御津新庄,
3109,市役所入口,,岡山市北区,岡山市北区大供１丁目,
3110,市役所南,,岡山市北区,岡山市北区鹿田町１丁目２,
3111,尺森,,岡山市北区,岡山市北区御津中畑,
3112,尺森下,,岡山市北区,岡山市北区御津中畑,
3113,就実高校中学校前,,岡山市北区,岡山市北区番町１丁目,
3114,宿,,岡山市北区,岡山市北区御津虎倉,
3115,十谷,,岡山市北区,岡山市北区御津中牧,
3116,十谷上,,岡山市北区,岡山市北区御津中牧,
3117,生涯学習センター（サイピア）,,岡山市北区,岡山市北区京山２丁目２,
3118,成就寺下,,岡山市北区,岡山市北区建部町富沢,
3119,松風園前,,岡山市北区,岡山市北区高松,
3120,昭和町,,岡山市北区,岡山市北区昭和町,
3121,植物園口,,岡山市北区,岡山市北区北方３丁目,
3122,植物園前,,岡山市北区,岡山市北区法界院,
3123,白石,,岡山市北区,岡山市北区建部町大田,
3124,白石橋,,岡山市北区,岡山市北区建部町大田,
3125,白鷺団地,,岡山市北区,岡山市北区牟佐,
3126,城下,,岡山市北区,岡山市北区丸の内１丁目,
3127,志呂神社,,岡山市北区,岡山市北区建部町下神目,
3128,志呂神社鳥居前,,岡山市北区,岡山市北区建部町下神目,
3129,信,,岡山市北区,岡山市北区粟井,
3130,新京橋西詰,,岡山市北区,岡山市北区京橋町,
3131,陣後,,岡山市北区,岡山市北区建部町土師方,
3132,新西大寺町筋,,岡山市北区,岡山市北区表町３丁目,
3133,神道山,,岡山市北区,岡山市北区尾上,
3134,水源池,,岡山市北区,岡山市北区三野２丁目,
3135,水道局前,,岡山市北区,岡山市北区大供２丁目,
3136,菅,,岡山市北区,岡山市北区御津下田,
3137,スポーツセンター前,,岡山市北区,岡山市北区南方５丁目６,
3138,清輝小学校前,,岡山市北区,岡山市北区清輝橋４丁目１,
3139,清輝橋,,岡山市北区,岡山市北区清輝橋１丁目,
3140,精神科医療センター西,,岡山市北区,岡山市北区大供表町,
3141,精神科医療センター前,,岡山市北区,岡山市北区鹿田本町,
3142,清心町,,岡山市北区,岡山市北区国体町,
3143,千日前,,岡山市北区,岡山市北区表町３丁目,
3144,第２ダム,,岡山市北区,岡山市北区建部町三明寺,
3145,大安寺南町一丁目,,岡山市北区,岡山市北区大安寺南町１丁目,
3146,大安寺南町二丁目,,岡山市北区,岡山市北区大安寺南町２丁目,
3147,大雲寺前,,岡山市北区,岡山市北区南中央町・表町３丁目,バス停分散により住所が異なる
3148,大学病院,,岡山市北区,岡山市北区鹿田町２丁目５,
3149,大学病院入口,,岡山市北区,岡山市北区大学町,
3150,大学病院筋,,岡山市北区,岡山市北区柳町２丁目,
3151,大供,,岡山市北区,岡山市北区大供３丁目,
3152,大供新屋敷,,岡山市北区,岡山市北区新屋敷町２丁目,
3153,大東電機前,,岡山市北区,岡山市北区建部町角石谷,
3154,台橋,,岡山市北区,岡山市北区建部町中田,
3155,高浜,,岡山市北区,岡山市北区建部町川口,
3156,高浜旧道,,岡山市北区,岡山市北区建部町川口,
3157,高浜三叉路,,岡山市北区,岡山市北区建部町川口,
3158,高松駅前,,岡山市北区,岡山市北区高松原古才,
3159,高松整形外科,,岡山市北区,岡山市北区小山,
3160,高松中学校前,,岡山市北区,岡山市北区高松,
3161,高柳西町,,岡山市北区,岡山市北区高柳西町,
3162,高柳東町,,岡山市北区,岡山市北区高柳西町,
3163,竹枝小学校,,岡山市北区,岡山市北区建部町吉田,
3164,建部医療福祉専門学校,,岡山市北区,岡山市北区建部町福渡,
3165,建部上公民館,,岡山市北区,岡山市北区建部町建部上,
3166,たけべクリニック,,岡山市北区,岡山市北区建部町建部上,
3167,建部支所,,岡山市北区,岡山市北区建部町福渡,
3168,建部小学校前,,岡山市北区,岡山市北区建部町宮地,
3169,建部町文化センター,,岡山市北区,岡山市北区建部町建部上,
3170,建部認定こども園,,岡山市北区,岡山市北区建部町市場,
3171,建部郵便局,,岡山市北区,岡山市北区建部町中田,
3172,田地子構造改善センター,,岡山市北区,岡山市北区建部町田地子,
3173,立田,,岡山市北区,岡山市北区立田,
3174,辰巳西,,岡山市北区,岡山市北区問屋町,
