,都道府県名,市区町村名,大字町丁目名,住所コード,"都道府県+
市区町村",大字・町,丁目,,市区町村コード,"大字町丁目
コード",Bゾーンコード,,,Bゾーン名称,,1.買物・娯楽施設,2.交通・物流施設,3.公共施設,4.その他,*
,岡山県,美作市,豊国原,33215 084 00,33215,084,00,,33215,332150084000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,豊野,33215 085 00,33215,085,00,,33215,332150085000,33,215,05,美作市５区,,,,,,*
,岡山県,美作市,鳥渕,33215 086 00,33215,086,00,,33215,332150086000,33,215,06,美作市６区,,,,,,*
,岡山県,美作市,長内,33215 087 00,33215,087,00,,33215,332150087000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,中尾,33215 088 00,33215,088,00,,33215,332150088000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,中川,33215 089 00,33215,089,00,,33215,332150089000,33,215,06,美作市６区,,,,,,*
,岡山県,美作市,中河内,33215 090 00,33215,090,00,,33215,332150090000,33,215,06,美作市６区,,,,,,*
,岡山県,美作市,中谷,33215 091 00,33215,091,00,,33215,332150091000,33,215,03,美作市３区,,,,,,*
,岡山県,美作市,中町,33215 092 00,33215,092,00,,33215,332150092000,33,215,02,美作市２区,,,,,,*
,岡山県,美作市,中山,33215 093 00,33215,093,00,,33215,332150093000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,鯰,33215 094 00,33215,094,00,,33215,332150094000,33,215,05,美作市５区,,,,,,*
,岡山県,美作市,楢原上,33215 095 00,33215,095,00,,33215,332150095000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,楢原下,33215 096 00,33215,096,00,,33215,332150096000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,楢原中,33215 097 00,33215,097,00,,33215,332150097000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,南海,33215 098 00,33215,098,00,,33215,332150098000,33,215,05,美作市５区,,,,,,*
,岡山県,美作市,西町,33215 099 00,33215,099,00,,33215,332150099000,33,215,02,美作市２区,,,,,,*
,岡山県,美作市,入田,33215 100 00,33215,100,00,,33215,332150100000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,野形,33215 101 00,33215,101,00,,33215,332150101000,33,215,02,美作市２区,,,,,,*
,岡山県,美作市,野原,33215 102 00,33215,102,00,,33215,332150102000,33,215,03,美作市３区,,,,,,*
,岡山県,美作市,則平,33215 103 00,33215,103,00,,33215,332150103000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,長谷内,33215 104 00,33215,104,00,,33215,332150104000,33,215,01,美作市１区,,,,,,*
,岡山県,美作市,林野,33215 105 00,33215,105,00,,33215,332150105000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,原,33215 106 00,33215,106,00,,33215,332150106000,33,215,05,美作市５区,,,,,,*
,岡山県,美作市,東青野,33215 107 00,33215,107,00,,33215,332150107000,33,215,03,美作市３区,,,,,,*
,岡山県,美作市,東谷上,33215 108 00,33215,108,00,,33215,332150108000,33,215,01,美作市１区,,,,,,*
,岡山県,美作市,東谷下,33215 109 00,33215,109,00,,33215,332150109000,33,215,01,美作市１区,,,,,,*
,岡山県,美作市,東吉田,33215 110 00,33215,110,00,,33215,332150110000,33,215,03,美作市３区,,,,,,*
,岡山県,美作市,日指,33215 111 00,33215,111,00,,33215,332150111000,33,215,05,美作市５区,,,,,,*
,岡山県,美作市,平田,33215 112 00,33215,112,00,,33215,332150112000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,平福,33215 113 00,33215,113,00,,33215,332150113000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,福本,33215 114 00,33215,114,00,,33215,332150114000,33,215,06,美作市６区,,,,美作市役所英田総合支所,,*
,岡山県,美作市,藤生,33215 115 00,33215,115,00,,33215,332150115000,33,215,05,美作市５区,,,,,,*
,岡山県,美作市,古町,33215 116 00,33215,116,00,,33215,332150116000,33,215,02,美作市２区,,,,美作市役所大原総合支所,,*
,岡山県,美作市,馬形,33215 117 00,33215,117,00,,33215,332150117000,33,215,01,美作市１区,,,,,,*
,岡山県,美作市,真加部,33215 118 00,33215,118,00,,33215,332150118000,33,215,01,美作市１区,,,,美作市役所勝田総合支所,,*
,岡山県,美作市,真神,33215 119 00,33215,119,00,,33215,332150119000,33,215,06,美作市６区,,,,,,*
,岡山県,美作市,松脇,33215 120 00,33215,120,00,,33215,332150120000,33,215,05,美作市５区,,,,,,*
,岡山県,美作市,真殿,33215 121 00,33215,121,00,,33215,332150121000,33,215,01,美作市１区,,,,,,*
,岡山県,美作市,豆田,33215 122 00,33215,122,00,,33215,332150122000,33,215,05,美作市５区,,,,,,*
,岡山県,美作市,万善,33215 123 00,33215,123,00,,33215,332150123000,33,215,05,美作市５区,,,,,,*
,岡山県,美作市,海内,33215 124 00,33215,124,00,,33215,332150124000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,三倉田,33215 125 00,33215,125,00,,33215,332150125000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,南,33215 126 00,33215,126,00,,33215,332150126000,33,215,06,美作市６区,,,,,,*
,岡山県,美作市,壬生,33215 127 00,33215,127,00,,33215,332150127000,33,215,02,美作市２区,,,,,,*
,岡山県,美作市,三保原,33215 128 00,33215,128,00,,33215,332150128000,33,215,06,美作市６区,,,,,,*
,岡山県,美作市,宮原,33215 129 00,33215,129,00,,33215,332150129000,33,215,05,美作市５区,,,,,,*
,岡山県,美作市,宮本,33215 130 00,33215,130,00,,33215,332150130000,33,215,02,美作市２区,,,,,,*
,岡山県,美作市,明見,33215 131 00,33215,131,00,,33215,332150131000,33,215,04,美作市４区,,,道の駅彩菜茶屋,,,*
,岡山県,美作市,宗掛,33215 132 00,33215,132,00,,33215,332150132000,33,215,01,美作市１区,,,,,,*
,岡山県,美作市,矢田,33215 133 00,33215,133,00,,33215,332150133000,33,215,01,美作市１区,,,,,,*
,岡山県,美作市,山口,33215 134 00,33215,134,00,,33215,332150134000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,山城,33215 135 00,33215,135,00,,33215,332150135000,33,215,05,美作市５区,,,,,,*
,岡山県,美作市,山手,33215 136 00,33215,136,00,,33215,332150136000,33,215,05,美作市５区,,,,,,*
,岡山県,美作市,山外野,33215 137 00,33215,137,00,,33215,332150137000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,湯郷,33215 138 00,33215,138,00,,33215,332150138000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,横尾,33215 139 00,33215,139,00,,33215,332150139000,33,215,06,美作市６区,,,,,,*
,岡山県,美作市,吉,33215 140 00,33215,140,00,,33215,332150140000,33,215,04,美作市４区,,,,,,*
,岡山県,美作市,余野,33215 141 00,33215,141,00,,33215,332150141000,33,215,01,美作市１区,,,,,,*
,岡山県,美作市,蓮花寺,33215 142 00,33215,142,00,,33215,332150142000,33,215,05,美作市５区,,,,,,*
,岡山県,美作市,和田,33215 143 00,33215,143,00,,33215,332150143000,33,215,04,美作市４区,,,,,,*
,岡山県,浅口市,鴨方町鴨方,33216 001 00,33216,001,00,,33216,332160001000,33,216,02,浅口市２区,,,,岡山県立鴨方高等学校,,*
,岡山県,浅口市,鴨方町小坂西,33216 002 00,33216,002,00,,33216,332160002000,33,216,02,浅口市２区,,,,,,*
,岡山県,浅口市,鴨方町小坂東,33216 003 00,33216,003,00,,33216,332160003000,33,216,02,浅口市２区,,,,,,*
,岡山県,浅口市,鴨方町地頭上,33216 004 00,33216,004,00,,33216,332160004000,33,216,02,浅口市２区,,,,,,*
,岡山県,浅口市,鴨方町鳩ケ丘一丁目,33216 005 01,33216,005,01,,33216,332160005001,33,216,03,浅口市３区,,,,,,*
,岡山県,浅口市,鴨方町鳩ケ丘二丁目,33216 005 02,33216,005,02,,33216,332160005002,33,216,03,浅口市３区,,,,,,*
,岡山県,浅口市,鴨方町鳩ケ丘三丁目,33216 005 03,33216,005,03,,33216,332160005003,33,216,03,浅口市３区,,,,,,*
,岡山県,浅口市,鴨方町鳩ケ丘四丁目,33216 005 04,33216,005,04,,33216,332160005004,33,216,03,浅口市３区,,,,,,*
,岡山県,浅口市,鴨方町深田,33216 006 00,33216,006,00,,33216,332160006000,33,216,02,浅口市２区,,,,,,*
,岡山県,浅口市,鴨方町本庄,33216 007 00,33216,007,00,,33216,332160007000,33,216,02,浅口市２区,,,,,,*
,岡山県,浅口市,鴨方町益坂,33216 008 00,33216,008,00,,33216,332160008000,33,216,02,浅口市２区,,,,,,*
,岡山県,浅口市,鴨方町みどりケ丘一丁目,33216 009 01,33216,009,01,,33216,332160009001,33,216,02,浅口市２区,,,,,,*
,岡山県,浅口市,鴨方町みどりケ丘二丁目,33216 009 02,33216,009,02,,33216,332160009002,33,216,02,浅口市２区,,,,,,*
,岡山県,浅口市,鴨方町みどりケ丘三丁目,33216 009 03,33216,009,03,,33216,332160009003,33,216,02,浅口市２区,,,,,,*
,岡山県,浅口市,鴨方町みどりケ丘四丁目,33216 009 04,33216,009,04,,33216,332160009004,33,216,02,浅口市２区,,,,,,*
,岡山県,浅口市,鴨方町六条院中,33216 010 00,33216,010,00,,33216,332160010000,33,216,03,浅口市３区,,天満屋ハピータウン鴨方店,,浅口市役所,,*
,岡山県,浅口市,鴨方町六条院西,33216 011 00,33216,011,00,,33216,332160011000,33,216,03,浅口市３区,,,ＪＲ鴨方駅,,,*
,岡山県,浅口市,鴨方町六条院東,33216 012 00,33216,012,00,,33216,332160012000,33,216,03,浅口市３区,,,,,,*
,岡山県,浅口市,金光町占見,33216 013 00,33216,013,00,,33216,332160013000,33,216,01,浅口市１区,,,,,,*
,岡山県,浅口市,金光町占見新田,33216 014 00,33216,014,00,,33216,332160014000,33,216,01,浅口市１区,,,,浅口市役所金光総合支所,,*
,岡山県,浅口市,金光町大谷,33216 015 00,33216,015,00,,33216,332160015000,33,216,01,浅口市１区,,,,,,*
,岡山県,浅口市,金光町上竹,33216 016 00,33216,016,00,,33216,332160016000,33,216,01,浅口市１区,,,,,,*
,岡山県,浅口市,金光町佐方,33216 017 00,33216,017,00,,33216,332160017000,33,216,01,浅口市１区,,,,,,*
,岡山県,浅口市,金光町地頭下,33216 018 00,33216,018,00,,33216,332160018000,33,216,01,浅口市１区,,,,,,*
,岡山県,浅口市,金光町下竹,33216 019 00,33216,019,00,,33216,332160019000,33,216,01,浅口市１区,,,,,,*
,岡山県,浅口市,金光町須恵,33216 020 00,33216,020,00,,33216,332160020000,33,216,01,浅口市１区,,,,,,*
,岡山県,浅口市,金光町八重,33216 021 00,33216,021,00,,33216,332160021000,33,216,01,浅口市１区,,,,,,*
,岡山県,浅口市,寄島町,33216 022 00,33216,022,00,,33216,332160022000,33,216,04,浅口市４区,,,,浅口市役所寄島総合支所,,*
,岡山県,和気郡和気町,泉,33346 001 00,33346,001,00,,33346,333460001000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,和気郡和気町,岩戸,33346 002 00,33346,002,00,,33346,333460002000,33,346,02,和気郡和気町２区,,,,,,*
,岡山県,和気郡和気町,宇生,33346 003 00,33346,003,00,,33346,333460003000,33,346,02,和気郡和気町２区,,,,,,*
,岡山県,和気郡和気町,大田原,33346 004 00,33346,004,00,,33346,333460004000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,和気郡和気町,大中山,33346 005 00,33346,005,00,,33346,333460005000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,和気郡和気町,奥塩田,33346 006 00,33346,006,00,,33346,333460006000,33,346,02,和気郡和気町２区,,,,,,*
,岡山県,和気郡和気町,加三方,33346 007 00,33346,007,00,,33346,333460007000,33,346,02,和気郡和気町２区,,,,,,*
,岡山県,和気郡和気町,北山方,33346 008 00,33346,008,00,,33346,333460008000,33,346,02,和気郡和気町２区,,,,,,*
,岡山県,和気郡和気町,衣笠,33346 009 00,33346,009,00,,33346,333460009000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,和気郡和気町,木倉,33346 010 00,33346,010,00,,33346,333460010000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,和気郡和気町,小坂,33346 011 00,33346,011,00,,33346,333460011000,33,346,02,和気郡和気町２区,,,,,,*
,岡山県,和気郡和気町,佐伯,33346 012 00,33346,012,00,,33346,333460012000,33,346,02,和気郡和気町２区,,,,,,*
,岡山県,和気郡和気町,塩田,33346 013 00,33346,013,00,,33346,333460013000,33,346,02,和気郡和気町２区,,,,,,*
,岡山県,和気郡和気町,清水,33346 014 00,33346,014,00,,33346,333460014000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,和気郡和気町,尺所,33346 015 00,33346,015,00,,33346,333460015000,33,346,01,和気郡和気町１区,,,,和気町役場,,*
,岡山県,和気郡和気町,田賀,33346 016 00,33346,016,00,,33346,333460016000,33,346,02,和気郡和気町２区,,,,,,*
,岡山県,和気郡和気町,田土,33346 017 00,33346,017,00,,33346,333460017000,33,346,02,和気郡和気町２区,,,,,,*
,岡山県,和気郡和気町,田原上,33346 018 00,33346,018,00,,33346,333460018000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,和気郡和気町,田原下,33346 019 00,33346,019,00,,33346,333460019000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,和気郡和気町,父井原,33346 020 00,33346,020,00,,33346,333460020000,33,346,02,和気郡和気町２区,,,,,,*
,岡山県,和気郡和気町,津瀬,33346 021 00,33346,021,00,,33346,333460021000,33,346,02,和気郡和気町２区,,,,,,*
,岡山県,和気郡和気町,苦木,33346 022 00,33346,022,00,,33346,333460022000,33,346,02,和気郡和気町２区,,,,,,*
,岡山県,和気郡和気町,原,33346 023 00,33346,023,00,,33346,333460023000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,和気郡和気町,日笠上,33346 024 00,33346,024,00,,33346,333460024000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,和気郡和気町,日笠下,33346 025 00,33346,025,00,,33346,333460025000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,和気郡和気町,日室,33346 026 00,33346,026,00,,33346,333460026000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,和気郡和気町,福富,33346 027 00,33346,027,00,,33346,333460027000,33,346,01,和気郡和気町１区,,ザ・ビッグ和気店,,,,*
,岡山県,和気郡和気町,藤野,33346 028 00,33346,028,00,,33346,333460028000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,和気郡和気町,保曽,33346 029 00,33346,029,00,,33346,333460029000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,和気郡和気町,本,33346 030 00,33346,030,00,,33346,333460030000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,和気郡和気町,益原,33346 031 00,33346,031,00,,33346,333460031000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,和気郡和気町,丸山,33346 032 00,33346,032,00,,33346,333460032000,33,346,02,和気郡和気町２区,,,,,,*
,岡山県,和気郡和気町,南山方,33346 033 00,33346,033,00,,33346,333460033000,33,346,02,和気郡和気町２区,,,,,,*
,岡山県,和気郡和気町,矢田,33346 034 00,33346,034,00,,33346,333460034000,33,346,02,和気郡和気町２区,,,,和気町役場 佐伯庁舎,,*
,岡山県,和気郡和気町,矢田部,33346 035 00,33346,035,00,,33346,333460035000,33,346,02,和気郡和気町２区,,,,,,*
,岡山県,和気郡和気町,吉田,33346 036 00,33346,036,00,,33346,333460036000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,和気郡和気町,米澤,33346 037 00,33346,037,00,,33346,333460037000,33,346,02,和気郡和気町２区,,,,,,*
,岡山県,和気郡和気町,和気,33346 038 00,33346,038,00,,33346,333460038000,33,346,01,和気郡和気町１区,,,,,,*
,岡山県,都窪郡早島町,早島,33423 001 00,33423,001,00,,33423,334230001000,33,423,01,都窪郡早島町１区,,,早島出入口,早島町立早島中学校,,*
,岡山県,都窪郡早島町,前潟,33423 002 00,33423,002,00,,33423,334230002000,33,423,01,都窪郡早島町１区,,,,早島町役場,,*
,岡山県,都窪郡早島町,矢尾,33423 003 00,33423,003,00,,33423,334230003000,33,423,02,都窪郡早島町２区,2,,岡山県総合流通センター,熊野神社,,*
,岡山県,都窪郡早島町,若宮,33423 004 00,33423,004,00,,33423,334230004000,33,423,01,都窪郡早島町１区,,,,,,*
,岡山県,浅口郡里庄町,大字里見,33445 001 00,33445,001,00,,33445,334450001000,33,445,00,浅口郡里庄町,,,,里庄町役場,,*
,岡山県,浅口郡里庄町,大字新庄,33445 002 00,33445,002,00,,33445,334450002000,33,445,00,浅口郡里庄町,,,,,,*
,岡山県,浅口郡里庄町,大字新庄グリーンクレスト,33445 003 00,33445,003,00,,33445,334450003000,33,445,00,浅口郡里庄町,,,,,,*
,岡山県,浅口郡里庄町,大字浜中,33445 004 00,33445,004,00,,33445,334450004000,33,445,00,浅口郡里庄町,,,,,,*
,岡山県,小田郡矢掛町,浅海,33461 001 00,33461,001,00,,33461,334610001000,33,461,00,小田郡矢掛町,,,,,,*
,岡山県,小田郡矢掛町,宇角,33461 002 00,33461,002,00,,33461,334610002000,33,461,00,小田郡矢掛町,,,,,,*
,岡山県,小田郡矢掛町,内田,33461 003 00,33461,003,00,,33461,334610003000,33,461,00,小田郡矢掛町,,,,,,*
,岡山県,小田郡矢掛町,宇内,33461 004 00,33461,004,00,,33461,334610004000,33,461,00,小田郡矢掛町,,,,,,*
,岡山県,小田郡矢掛町,江良,33461 005 00,33461,005,00,,33461,334610005000,33,461,00,小田郡矢掛町,,,,,,*
,岡山県,小田郡矢掛町,小田,33461 006 00,33461,006,00,,33461,334610006000,33,461,00,小田郡矢掛町,,,,,,*
,岡山県,小田郡矢掛町,小林,33461 007 00,33461,007,00,,33461,334610007000,33,461,00,小田郡矢掛町,,,,,,*
,岡山県,小田郡矢掛町,上高末,33461 008 00,33461,008,00,,33461,334610008000,33,461,00,小田郡矢掛町,,,,,,*
,岡山県,小田郡矢掛町,里山田,33461 009 00,33461,009,00,,33461,334610009000,33,461,00,小田郡矢掛町,,,,,,*
,岡山県,小田郡矢掛町,下高末,33461 010 00,33461,010,00,,33461,334610010000,33,461,00,小田郡矢掛町,,,,,,*
,岡山県,小田郡矢掛町,中,33461 011 00,33461,011,00,,33461,334610011000,33,461,00,小田郡矢掛町,,,,,,*
,岡山県,小田郡矢掛町,西川面,33461 012 00,33461,012,00,,33461,334610012000,33,461,00,小田郡矢掛町,,,,,,*
,岡山県,小田郡矢掛町,東川面,33461 013 00,33461,013,00,,33461,334610013000,33,461,00,小田郡矢掛町,,,,,,*
,岡山県,小田郡矢掛町,東三成,33461 014 00,33461,014,00,,33461,334610014000,33,461,00,小田郡矢掛町,,,,,,*
,岡山県,小田郡矢掛町,南山田,33461 015 00,33461,015,00,,33461,334610015000,33,461,00,小田郡矢掛町,,,,,,*
,岡山県,小田郡矢掛町,本堀,33461 016 00,33461,016,00,,33461,334610016000,33,461,00,小田郡矢掛町,,,,,,*
,岡山県,小田郡矢掛町,矢掛,33461 017 00,33461,017,00,,33461,334610017000,33,461,00,小田郡矢掛町,,,,矢掛町役場,,*
,岡山県,小田郡矢掛町,横谷,33461 018 00,33461,018,00,,33461,334610018000,33,461,00,小田郡矢掛町,,,,,,*
,岡山県,真庭郡新庄村,中町,33586 001 00,33586,001,00,,33586,335860001000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,東町,33586 002 00,33586,002,00,,33586,335860002000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,田浪,33586 003 00,33586,003,00,,33586,335860003000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,野土路,33586 004 00,33586,004,00,,33586,335860004000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,二ツ橋,33586 005 00,33586,005,00,,33586,335860005000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,滝ノ尻,33586 006 00,33586,006,00,,33586,335860006000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,戸島,33586 007 00,33586,007,00,,33586,335860007000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,高下,33586 008 00,33586,008,00,,33586,335860008000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,大原,33586 009 00,33586,009,00,,33586,335860009000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,中谷,33586 010 00,33586,010,00,,33586,335860010000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,浦手,33586 011 00,33586,011,00,,33586,335860011000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,梨瀬,33586 012 00,33586,012,00,,33586,335860012000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,田中,33586 013 00,33586,013,00,,33586,335860013000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,鍛冶屋,33586 014 00,33586,014,00,,33586,335860014000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,幸町,33586 015 00,33586,015,00,,33586,335860015000,33,586,00,真庭郡新庄村,,,,新庄村役場,,*
,岡山県,真庭郡新庄村,上町,33586 016 00,33586,016,00,,33586,335860016000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,本町,33586 017 00,33586,017,00,,33586,335860017000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,西町,33586 018 00,33586,018,00,,33586,335860018000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,旭町,33586 019 00,33586,019,00,,33586,335860019000,33,586,00,真庭郡新庄村,,,道の駅がいせん桜 新庄宿,,,*
,岡山県,真庭郡新庄村,長床,33586 020 00,33586,020,00,,33586,335860020000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,田井,33586 021 00,33586,021,00,,33586,335860021000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,茅見,33586 022 00,33586,022,00,,33586,335860022000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,真庭郡新庄村,大所,33586 023 00,33586,023,00,,33586,335860023000,33,586,00,真庭郡新庄村,,,,,,*
,岡山県,苫田郡鏡野町,井坂,33606 001 00,33606,001,00,,33606,336060001000,33,606,02,苫田郡鏡野町２区,,,,鏡野町役場奥津振興センター,,*
,岡山県,苫田郡鏡野町,市場,33606 002 00,33606,002,00,,33606,336060002000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,入,33606 003 00,33606,003,00,,33606,336060003000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,岩屋,33606 004 00,33606,004,00,,33606,336060004000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,円宗寺,33606 005 00,33606,005,00,,33606,336060005000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,大,33606 006 00,33606,006,00,,33606,336060006000,33,606,01,苫田郡鏡野町１区,,,,,,*
,岡山県,苫田郡鏡野町,大町,33606 007 00,33606,007,00,,33606,336060007000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,沖,33606 008 00,33606,008,00,,33606,336060008000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,奥津,33606 009 00,33606,009,00,,33606,336060009000,33,606,02,苫田郡鏡野町２区,,,道の駅奥津温泉,,,*
,岡山県,苫田郡鏡野町,奥津川西,33606 010 00,33606,010,00,,33606,336060010000,33,606,02,苫田郡鏡野町２区,,,,,,*
,岡山県,苫田郡鏡野町,小座,33606 011 00,33606,011,00,,33606,336060011000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,女原,33606 012 00,33606,012,00,,33606,336060012000,33,606,02,苫田郡鏡野町２区,,,,,,*
,岡山県,苫田郡鏡野町,香々美,33606 013 00,33606,013,00,,33606,336060013000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,上齋原,33606 014 00,33606,014,00,,33606,336060014000,33,606,03,苫田郡鏡野町３区,,,,鏡野町役場上齋原振興センター,,*
,岡山県,苫田郡鏡野町,上森原,33606 015 00,33606,015,00,,33606,336060015000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,楠,33606 016 00,33606,016,00,,33606,336060016000,33,606,01,苫田郡鏡野町１区,,,,,,*
,岡山県,苫田郡鏡野町,久田上原,33606 017 00,33606,017,00,,33606,336060017000,33,606,02,苫田郡鏡野町２区,,,,,,*
,岡山県,苫田郡鏡野町,久田下原,33606 018 00,33606,018,00,,33606,336060018000,33,606,02,苫田郡鏡野町２区,,,,,,*
,岡山県,苫田郡鏡野町,公保田,33606 019 00,33606,019,00,,33606,336060019000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,黒木,33606 020 00,33606,020,00,,33606,336060020000,33,606,02,苫田郡鏡野町２区,,,,,,*
,岡山県,苫田郡鏡野町,河内,33606 021 00,33606,021,00,,33606,336060021000,33,606,02,苫田郡鏡野町２区,,,,,,*
,岡山県,苫田郡鏡野町,河本,33606 022 00,33606,022,00,,33606,336060022000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,越畑,33606 023 00,33606,023,00,,33606,336060023000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,真経,33606 024 00,33606,024,00,,33606,336060024000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,沢田,33606 025 00,33606,025,00,,33606,336060025000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,至孝農,33606 026 00,33606,026,00,,33606,336060026000,33,606,02,苫田郡鏡野町２区,,,,,,*
,岡山県,苫田郡鏡野町,下斎原,33606 027 00,33606,027,00,,33606,336060027000,33,606,02,苫田郡鏡野町２区,,,,,,*
,岡山県,苫田郡鏡野町,下原,33606 028 00,33606,028,00,,33606,336060028000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,下森原,33606 029 00,33606,029,00,,33606,336060029000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,杉,33606 030 00,33606,030,00,,33606,336060030000,33,606,02,苫田郡鏡野町２区,,,,,,*
,岡山県,苫田郡鏡野町,瀬戸,33606 031 00,33606,031,00,,33606,336060031000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,高山,33606 032 00,33606,032,00,,33606,336060032000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,薪森原,33606 033 00,33606,033,00,,33606,336060033000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,竹田,33606 034 00,33606,034,00,,33606,336060034000,33,606,04,苫田郡鏡野町４区,,,,鏡野町役場,,*
,岡山県,苫田郡鏡野町,塚谷,33606 035 00,33606,035,00,,33606,336060035000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,貞永寺,33606 036 00,33606,036,00,,33606,336060036000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,寺元,33606 037 00,33606,037,00,,33606,336060037000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,寺和田,33606 038 00,33606,038,00,,33606,336060038000,33,606,04,苫田郡鏡野町４区,,,,,,*
,岡山県,苫田郡鏡野町,土居,33606 039 00,33606,039,00,,33606,336060039000,33,606,04,苫田郡鏡野町４区,,,,,,*
